Item Id,Item Name,Price,Sales,Shop Name,Commission,Rate,Commission,Product Link,Offer Link,imagem
"2WXFJji","Câmera Lampada De Segurança Casenn Ip Wifi Com Visão Noturna Interna Externa App Yoosee Espiã 360º Cor Branco","R$ 50,24","| +250mil vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/2WXFJji","https://mercadolivre.com/sec/2WXFJji","https://http2.mlstatic.com/D_Q_NP_2X_637153-MLA99478543820_112025-AB.webp"
"1DceUm5","Chapinha De Cabelo Mq Professional Titanium Pro 480 Cor Chumbo","R$ 395,25","| +50mil vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/1DceUm5","https://mercadolivre.com/sec/1DceUm5","https://http2.mlstatic.com/D_Q_NP_2X_614724-MLA99489875538_112025-AB.webp"
"11zDYx9","Câmera Inteligente Visão 360° Im4 C Intelbras","R$ 257","| +100mil vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/11zDYx9","https://mercadolivre.com/sec/11zDYx9","https://http2.mlstatic.com/D_Q_NP_2X_990761-MLA99963806517_112025-AB.webp"
"1EXSD3g","Headset Gamer Com Fio Quantum 100m2 Jbl Jblqtum100m2blk Com Mic - Preto","R$ 161,39","| +50mil vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/1EXSD3g","https://mercadolivre.com/sec/1EXSD3g","https://http2.mlstatic.com/D_Q_NP_2X_754284-MLA99867560181_112025-AB.webp"
"1QcWPzs","Caixa Amplificada Connect Lights Cm-400 Mondial Cor Preto","R$ 483,18","| +100mil vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/1QcWPzs","https://mercadolivre.com/sec/1QcWPzs","https://http2.mlstatic.com/D_Q_NP_2X_668758-MLA99963187239_112025-AB.webp"
"1sGKJge","Ventilador Teto Arno Branco 3 Pás Contro. Remoto Vx13","R$ 559","| +10mil vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/1sGKJge","https://mercadolivre.com/sec/1sGKJge","https://http2.mlstatic.com/D_Q_NP_2X_862953-MLA99560774058_122025-AB.webp"
"2kVwKLU","Tablet Infantil Positivo Vision Tab 7 Spidey T307sp Processador Octa-core 3gb Ram 64gb Armazenamento Tela 7 Ips Bateria 3100mah Android 14 Go Wi-fi Preto Inclui 2 Itens De Proteção Capa E Bolsa","R$ 419","| +1000 vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/2kVwKLU","https://mercadolivre.com/sec/2kVwKLU","https://http2.mlstatic.com/D_Q_NP_2X_891525-MLA82415932073_022025-AB.webp"
"2pKvUy4","Loção Hidratante Sem Perfume 473ml Cerave","R$ 91,90","| +250mil vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/2pKvUy4","https://mercadolivre.com/sec/2pKvUy4","https://http2.mlstatic.com/D_Q_NP_2X_994628-MLU78867835193_092024-AB.webp"
"1uJKdA5","Gazebo Dobrável Mor 3x3 X-flex Articulado Resistente Azul - Tenda Desmontável Estrutura Articulada 3 Metros Tendal Prático","R$ 499,95","| +10mil vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/1uJKdA5","https://mercadolivre.com/sec/1uJKdA5","https://http2.mlstatic.com/D_Q_NP_2X_813853-MLA99451838626_112025-AB.webp"
"2yrruYZ","Pneu Direction 2 Touring Aro 13 175/70r13 82t Goodyear","R$ 339,80","| +100 vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/2yrruYZ","https://mercadolivre.com/sec/2yrruYZ","https://http2.mlstatic.com/D_Q_NP_2X_897712-MLA84608598435_052025-AB.webp"
"16oqaab","Bicicleta Infantil Masculina Aro 16 Homem Aranha Menino Alumínio Husky","R$ 557","| +1000 vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/16oqaab","https://mercadolivre.com/sec/16oqaab","https://http2.mlstatic.com/D_Q_NP_2X_851408-MLA96133447043_102025-AB.webp"
"21hLvwL","Kit Par 2 Radio Baofeng 777s Walk Talk Comunicador 16 Canais Preto 127/220v","R$ 119,95","| +50mil vendidos","Mercado Livre","0","","0","https://mercadolivre.com/sec/21hLvwL","https://mercadolivre.com/sec/21hLvwL","https://http2.mlstatic.com/D_Q_NP_2X_751470-MLB88748448908_082025-AB.webp"
