Item Id,Item Name,Price,Sales,Shop Name,Commission,Rate,Commission,Product Link,Offer Link,imagem
"3qFw4PV1Se","Kit com 3 Óleos de Tratamento Coco, Super Óleos e Multibenefícios","R$ 44,83","80mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/3qFw4PV1Se","https://s.shopee.com.br/3qFw4PV1Se","https://down-tx-br.img.susercontent.com/sg-11134201-7rasi-maeh3p8exdu8d2.webp"
"8zy2DuXHd7","Cortador, Fatiador e Ralador Manual Multifuncional De Legumes e Alimentos (12 funções)","R$ 39,99","20mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/8zy2DuXHd7","https://s.shopee.com.br/8zy2DuXHd7","https://down-tx-br.img.susercontent.com/br-11134207-7r98o-m0u6r7pk1qjk5c.webp"
"AUmq0fndl6","Kit Colcha Cobre Leito Casal Queen King 3 Peças Estampada Florida Matelado Boutis Percal Cama Box","R$ 90,99","10mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/AUmq0fndl6","https://s.shopee.com.br/AUmq0fndl6","https://down-tx-br.img.susercontent.com/br-11134207-7r98o-m7qiv8w6bxoib7.webp"
"4fp33xeZoG","Sanduicheira Elétrica Misteira Multifunções SAN400 Preto - Cadence","R$ 123,90","10mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/4fp33xeZoG","https://s.shopee.com.br/4fp33xeZoG","https://down-tx-br.img.susercontent.com/br-11134207-7r98o-m1ziu831ixgkf1.webp"
"9UuIoqr2k1","Lixeira com Sensor Automático Inteligente Abre Fácil em Toque Cesto Lixo Banheiro Cozinha Escritório 16 Litros","R$ 84,99","30mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/9UuIoqr2k1","https://s.shopee.com.br/9UuIoqr2k1","https://down-tx-br.img.susercontent.com/br-11134207-7r98o-lv205cqzejdp98.webp"
"2VkYTzmUQQ","Kit 10 Potes Bowl 1300ml Plástico com Tampa – Marmita Cozinha, Freezer,  Micro-ondas e  Lava-Louças.","R$ 23,50","30mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/2VkYTzmUQQ","https://s.shopee.com.br/2VkYTzmUQQ","https://down-tx-br.img.susercontent.com/br-11134207-7r98o-mdndsoqwf2z530.webp"
"8AOvEPviPE","Marroquina Liss única Valyente:  Profissional 1000ml | Liso Absurdo Alisa 100% Óleo De Argan","R$ 38,90","50mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/8AOvEPviPE","https://s.shopee.com.br/8AOvEPviPE","https://down-tx-br.img.susercontent.com/br-11134207-7r98o-lp5t4mehp9j9d4.webp"
"40ZMGlgNL0","Ventilador de Teto Silencioso com Lâmpada Led Bulbo 80w Controle BF BQ Bivolt 5 Pás Flowers","R$ 51,55","20mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/40ZMGlgNL0","https://s.shopee.com.br/40ZMGlgNL0","https://down-tx-br.img.susercontent.com/sg-11134201-821ec-mgp8k1sh4nbe42.webp"
"6fa7Rg11Ow","Aparelho de Jantar Rústico Marrom Tramontina Jogo de Pratos Rasos, Fundos e Sobremesa Opções de Kits","R$ 59,90","10mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/6fa7Rg11Ow","https://s.shopee.com.br/6fa7Rg11Ow","https://down-tx-br.img.susercontent.com/br-11134207-7r98o-mbgxbid3p71eb5.webp"
"9AHSQHMIo1","Kit Jogo de Cozinha Silicone, Utensílios e Copo Suporte para Cozinheiro Cabo de Madeira MasterChef","R$ 18,88","30mil+ vendas","Shopee","0","","0","https://s.shopee.com.br/9AHSQHMIo1","https://s.shopee.com.br/9AHSQHMIo1","https://down-tx-br.img.susercontent.com/sg-11134201-7rfi7-m3p5b775a5hqae.webp"
